Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2016	GABAergic synapse Homo sapiens hsa04727	4/88	7.639704693935274e-06	0.0005118602144936633	0	0	37.88	446.3079029170687	GNG4;SLC6A11;HAP1;SLC6A1
KEGG_2016	Dopaminergic synapse Homo sapiens hsa04728	3/129	0.0008472977328612016	0.0243720110621362	0	0	18.173076923076923	128.54650380592753	PPP1CC;GNG4;KIF5A
KEGG_2016	PI3K-Akt signaling pathway Homo sapiens hsa04151	4/341	0.0014080374103594	0.0243720110621362	0	0	9.321780415430268	61.20269419180842	VTN;GNG4;DDIT4;SGK1
KEGG_2016	Aldosterone-regulated sodium reabsorption Homo sapiens hsa04960	2/39	0.0014550454365454	0.0243720110621362	0	0	39.90790790790791	260.70711435762723	ATP1B2;SGK1
KEGG_2016	Proteoglycans in cancer Homo sapiens hsa05205	3/203	0.0030992961288983	0.0415305681272376	0	0	11.406346153846156	65.88967389947446	VTN;PPP1CC;TIMP3
KEGG_2016	MicroRNAs in cancer Homo sapiens hsa05206	3/297	0.008903065988699	0.0994175702071395	0	0	7.722527472527473	36.46082897508127	APC;DDIT4;TIMP3
KEGG_2016	Glutamatergic synapse Homo sapiens hsa04724	2/114	0.011826372804514	0.1131952825574917	0	0	13.13425925925926	58.28226751281752	GNG4;SHANK1
KEGG_2016	Cell adhesion molecules (CAMs) Homo sapiens hsa04514	2/142	0.017928034784975	0.1381598824290685	0	0	10.492592592592592	42.19480275224267	CLDN5;CADM3
KEGG_2016	Adrenergic signaling in cardiomyocytes Homo sapiens hsa04261	2/148	0.0193768839947435	0.1381598824290685	0	0	10.058346017250129	39.66684239897434	PPP1CC;ATP1B2
KEGG_2016	Hippo signaling pathway Homo sapiens hsa04390	2/153	0.0206208779744878	0.1381598824290685	0	0	9.722835418199656	37.738711420308746	PPP1CC;APC
KEGG_2016	cGMP-PKG signaling pathway Homo sapiens hsa04022	2/167	0.0242766725992319	0.1478670058316857	0	0	8.891582491582492	33.06103203776747	PPP1CC;ATP1B2
KEGG_2016	Alcoholism Homo sapiens hsa05034	2/179	0.0276062581077392	0.1539586108219507	0	0	8.283741368487131	29.73625233062454	PPP1CC;GNG4
KEGG_2016	Proximal tubule bicarbonate reclamation Homo sapiens hsa04964	1/23	0.0328410113902878	0.1539586108219507	0	0	32.38474025974026	110.62877274373584	ATP1B2
KEGG_2016	cAMP signaling pathway Homo sapiens hsa04024	2/199	0.033538695374652	0.1539586108219507	0	0	7.435232186501222	25.24302534072076	PPP1CC;ATP1B2
KEGG_2016	Focal adhesion Homo sapiens hsa04510	2/202	0.0344683457064068	0.1539586108219507	0	0	7.322592592592593	24.66039679862508	VTN;PPP1CC
KEGG_2016	Regulation of actin cytoskeleton Homo sapiens hsa04810	2/214	0.0382868603554036	0.1603262277382528	0	0	6.903913347309573	22.525042618679745	PPP1CC;APC
KEGG_2016	Carbohydrate digestion and absorption Homo sapiens hsa04973	1/45	0.0632783021573496	0.2023017364565136	0	0	16.17451298701299	44.64509756246689	ATP1B2
KEGG_2016	Endocrine and other factor-regulated calcium reabsorption Homo sapiens hsa04961	1/47	0.0659990050555762	0.2023017364565136	0	0	15.46972049689441	42.048488795650734	ATP1B2
KEGG_2016	Mineral absorption Homo sapiens hsa04978	1/51	0.0714175402605397	0.2023017364565136	0	0	14.229285714285714	37.55409844816487	ATP1B2
KEGG_2016	Endometrial cancer Homo sapiens hsa05213	1/52	0.0727674243643111	0.2023017364565136	0	0	13.949579831932772	36.55469109076161	APC
KEGG_2016	Basal cell carcinoma Homo sapiens hsa05217	1/55	0.0768057185673521	0.2023017364565136	0	0	13.172619047619047	33.80721302826248	APC
KEGG_2016	Legionellosis Homo sapiens hsa05134	1/55	0.0768057185673521	0.2023017364565136	0	0	13.172619047619047	33.80721302826248	EEF1A2
KEGG_2016	mTOR signaling pathway Homo sapiens hsa04150	1/60	0.0834985018208404	0.2023017364565136	0	0	12.053268765133172	29.927381507961847	DDIT4
KEGG_2016	Colorectal cancer Homo sapiens hsa05210	1/62	0.0861624770957202	0.2023017364565136	0	0	11.656908665105387	28.577150519464418	APC
KEGG_2016	Synaptic vesicle cycle Homo sapiens hsa04721	1/63	0.0874916595913277	0.2023017364565136	0	0	11.46831797235023	27.9392516749594	CPLX1
KEGG_2016	Long-term potentiation Homo sapiens hsa04720	1/66	0.0914680169101072	0.2023017364565136	0	0	10.937362637362638	26.159611098844096	PPP1CC
