Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Mouse_Gene_Atlas	olfactory bulb	12/414	5.224920940006618e-13	1.5674762820019854e-11	0	0	30.741555380989787	869.3763059432813	DLX1;PPP1CC;SEC14L1;APC;PCBP3;PCP4L1;GNG4;SNRNP70;TSHZ1;NRIP3;SLC6A11;CPLX1
Mouse_Gene_Atlas	spinal cord	5/353	0.0001939224668790535	0.0029088370031858	0	0	10.842727674624228	92.68420143796216	GJA1;SLC6A11;APOD;ATP1B2;CPLX1
Mouse_Gene_Atlas	cerebellum	4/428	0.0041183820056254	0.0411838200562543	0	0	6.829140461215933	37.50765339368762	CADM3;FAM107A;MTSS1L;ATP1B2
Mouse_Gene_Atlas	dorsal root ganglia	4/541	0.0093362890535549	0.0637163838447663	0	0	5.360921442858128	25.05612351129192	CADM3;PCBP3;APOD;CPLX1
Mouse_Gene_Atlas	hypothalamus	3/296	0.010619397307461	0.0637163838447663	0	0	7.195026816187226	32.70192222796948	KIF5A;SLC6A11;HAP1
Mouse_Gene_Atlas	MEF	2/300	0.0784614089915718	0.3695632422390179	0	0	4.552418421661653	11.586580372222294	RBFOX2;SHANK1
Mouse_Gene_Atlas	ciliary bodies	2/317	0.0862314231891041	0.3695632422390179	0	0	4.303010399562123	10.54547635552018	GJA1;APCDD1
Mouse_Gene_Atlas	neuro2a	2/425	0.1402277217063126	0.5258539563986723	0	0	3.186761229314421	6.260352900699719	PCBP3;DDIT4
Mouse_Gene_Atlas	iris	1/133	0.1869753081714116	0.5507069095021419	0	0	5.009343434343434	8.399560435360442	APCDD1
Mouse_Gene_Atlas	mast cells	2/515	0.1895367724909729	0.5507069095021419	0	0	2.615581098339719	4.350161830287265	CADM3;SHANK1
Mouse_Gene_Atlas	ovary	1/153	0.2119869381186425	0.5507069095021419	0	0	4.345833333333333	6.741389731112457	GJA1
Mouse_Gene_Atlas	macrophage peri LPS thio 1hrs	2/598	0.2369029373143539	0.5507069095021419	0	0	2.2417264522101363	3.228320954466998	SLC6A11;SGK1
Mouse_Gene_Atlas	osteoblast day5	1/175	0.2386396607842615	0.5507069095021419	0	0	3.792145593869732	5.433388331372059	RBFOX2
Mouse_Gene_Atlas	amygdala	1/308	0.3821300311697712	0.6766681629011628	0	0	2.13485342019544	2.0537168910842936	HAP1
Mouse_Gene_Atlas	cerebral cortex	1/349	0.420817535196879	0.6766681629011628	0	0	1.8794061302681992	1.6267311535051232	KIF5A
Mouse_Gene_Atlas	lung	1/354	0.425371980225438	0.6766681629011628	0	0	1.8523135033050049	1.58334136612844	CLDN5
Mouse_Gene_Atlas	min6	1/361	0.4316900185324169	0.6766681629011628	0	0	1.815648148148148	1.5252306840883902	TSHZ1
Mouse_Gene_Atlas	lens	2/947	0.4352975893751582	0.6766681629011628	0	0	1.3883597883597885	1.1547340562874584	HTRA1;SLC6A11
Mouse_Gene_Atlas	epidermis	1/373	0.4423648657942775	0.6766681629011628	0	0	1.7560035842293906	1.432232080983015	APCDD1
Mouse_Gene_Atlas	nucleus accumbens	1/383	0.4511121086007752	0.6766681629011628	0	0	1.7091623036649215	1.3605605219634658	SLC6A1
Mouse_Gene_Atlas	retinal pigment epithelium	1/473	0.5240873467989874	0.7187761544508611	0	0	1.376906779661017	0.8896152242176686	TIMP3
Mouse_Gene_Atlas	dorsal striatum	1/477	0.5271025132639648	0.7187761544508611	0	0	1.3650560224089636	0.8741275844256728	SLC6A1
Mouse_Gene_Atlas	kidney	1/554	0.5816674211930495	0.7357952374196229	0	0	1.1703435804701627	0.6341582012153881	TIMP3
Mouse_Gene_Atlas	mast cells IgE	1/598	0.6100571257115254	0.7357952374196229	0	0	1.0816303740926856	0.5345446269334172	NRIP3
Mouse_Gene_Atlas	follicular B-cells	1/603	0.6131626978496858	0.7357952374196229	0	0	1.0723698781838318	0.5245228799728405	SNRNP70
Mouse_Gene_Atlas	retina	1/664	0.6491755670057043	0.749048731160428	0	0	0.9706385118149824	0.4193663875623266	PCBP3
Mouse_Gene_Atlas	skeletal muscle	1/710	0.6741645587090678	0.7490717318989643	0	0	0.9055007052186178	0.357021764739039	EEF1A2
Mouse_Gene_Atlas	embryonic stem line Bruce4 p13	1/876	0.7507990789308641	0.7975708488052009	0	0	0.7273904761904761	0.208482622359158	SLC6A11
Mouse_Gene_Atlas	liver	1/928	0.7709851538450275	0.7975708488052009	0	0	0.684717727436174	0.1780856053149337	VTN
Mouse_Gene_Atlas	testis	2/3059	0.9616806597110328	0.9616806597110328	0	0	0.3815324918502475	0.0149075572411762	PPP1CC;SEC14L1
